scenario_id,target_id,model,strategy,n_trades,n_skipped,n_unrealized,total_pnl,return_on_bankroll,return_on_turnover,win_rate,avg_pnl,max_drawdown,pnl_per_trade_std
CRY01,final_outcome_yes,limix,pure,92,43,66,-1269.6883001187764,-0.12696883001187764,-0.13800959783899744,0.5217391304347826,-13.800959783899744,2024.971154435216,87.44771325223925
CRY01,final_outcome_yes,base_rate,pure,461,283,363,-26669.91506771266,-2.666991506771266,-0.5785231034210989,0.05422993492407809,-57.85231034210989,26669.91506771265,54.78254341553763
CRY01,final_outcome_yes,gbm,pure,102,77,80,745.7620887347271,0.0745762088734727,0.0731139302681105,0.7450980392156863,7.311393026811049,263.8485072120684,39.92228873505656
CRY01,final_outcome_yes,limix_16m,pure,16,12,16,146.50797937320067,0.014650797937320067,0.09156748710825041,0.9375,9.156748710825042,27.77777777777777,14.010260152633416
CRY01,final_outcome_yes,limix_cal,pure,151,85,100,-7878.955571784683,-0.7878955571784684,-0.5217851372042837,0.2251655629139073,-52.17851372042837,7931.41484496764,70.18737590303287
CRY01,final_outcome_yes,logistic,pure,72,48,55,604.659565730369,0.0604659565730369,0.08398049524032902,0.7916666666666666,8.398049524032903,175.48121250427624,37.81049671282394
CRY01,final_outcome_yes,market,pure,0,0,0,0.0,0.0,,,,0.0,
CRY01,final_outcome_yes,xgboost,pure,16,15,16,86.58710044202849,0.008658710044202848,0.054116937776267804,0.75,5.41169377762678,8.445532435740498,9.192857132496185
CRY02,final_outcome_yes,limix,pure,14,0,4,-453.88025767336114,-0.04538802576733612,-0.3242001840524008,0.35714285714285715,-32.42001840524008,700.0,88.1125909251103
CRY02,final_outcome_yes,base_rate,pure,11,1,4,-114.14785913480081,-0.011414785913480082,-0.1037707810316371,0.45454545454545453,-10.37707810316371,500.0,93.13099961807463
CRY02,final_outcome_yes,gbm,pure,14,1,6,-290.365551324198,-0.0290365551324198,-0.20740396523157,0.42857142857142855,-20.740396523157,363.4199134199134,80.82292549789285
CRY02,final_outcome_yes,limix_16m,pure,2,0,2,50.76259946949603,0.005076259946949603,0.25381299734748014,0.5,25.381299734748016,0.9615384615384599,37.25439904858833
CRY02,final_outcome_yes,limix_64m,pure,2,0,2,50.76259946949603,0.005076259946949603,0.25381299734748014,0.5,25.381299734748016,0.9615384615384599,37.25439904858833
CRY02,final_outcome_yes,limix_cal,pure,11,1,4,-230.46755926066265,-0.023046755926066264,-0.20951596296423877,0.36363636363636365,-20.951596296423876,431.12026862026863,89.20193531552377
CRY02,final_outcome_yes,logistic,pure,6,0,2,-419.72222222222223,-0.04197222222222222,-0.6995370370370371,0.16666666666666666,-69.95370370370371,419.72222222222223,47.199477093078926
CRY02,final_outcome_yes,market,pure,0,0,0,0.0,0.0,,,,0.0,
CRY02,final_outcome_yes,xgboost,pure,3,0,3,-20.742630385487516,-0.0020742630385487517,-0.06914210128495839,0.3333333333333333,-6.914210128495839,23.24263038548752,13.3734716549313
DOM01,target_delta_24h,limix,pure,52,527,0,33.829144067396896,0.0033829144067396896,0.006505604628345557,0.46153846153846156,0.6505604628345557,614.5281200511687,73.25650900174085
DOM01,target_delta_24h,base_rate,pure,97,1211,0,1237.6508972645727,0.12376508972645726,0.12759287600665697,0.35051546391752575,12.759287600665697,1450.7821622787021,113.23178674809262
DOM01,target_delta_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM01,target_delta_24h,mean_reversion,pure,43,210,0,1257.7048031595752,0.12577048031595753,0.29248948910687794,0.4418604651162791,29.248948910687798,659.6910301737578,155.4932979581589
DOM01,target_delta_24h,momentum,pure,43,210,0,-525.726325899323,-0.0525726325899323,-0.12226193625565651,0.4883720930232558,-12.226193625565651,582.8564588582593,27.59273734871321
DOM01,target_up_24h,limix,pure,74,570,0,214.6871939510968,0.02146871939510968,0.02901178296636443,0.5405405405405406,2.901178296636443,227.9599891699196,26.776282502996448
DOM01,target_up_24h,base_rate,pure,0,865,0,0.0,0.0,,,,0.0,
DOM01,target_up_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM01,target_up_24h,mean_reversion,pure,37,844,0,-480.46961878175125,-0.04804696187817512,-0.12985665372479763,0.4594594594594595,-12.985665372479763,627.5060656250773,37.109653354872634
