scenario_id,target_id,model,n_trades,n_skipped,n_unrealized,total_pnl,return_on_bankroll,return_on_turnover,win_rate,avg_pnl,max_drawdown,pnl_per_trade_std
CRY01,final_outcome_yes,limix,25,10,25,9.734592400046871,0.0009734592400046871,0.0038938369600187484,0.28,0.38938369600187483,558.5759427766872,122.3270449008274
CRY01,final_outcome_yes,base_rate,90,64,90,-3369.5611581800617,-0.33695611581800616,-0.3743956842422291,0.1111111111111111,-37.439568424222905,3369.5611581800626,73.80751384700885
CRY01,final_outcome_yes,gbm,18,16,18,-118.05244448025624,-0.011805244448025625,-0.06558469137792014,0.5555555555555556,-6.558469137792013,150.71099230378337,30.41010765634799
CRY01,final_outcome_yes,limix_cal,52,37,52,-2005.240489124665,-0.2005240489124665,-0.38562317098551246,0.17307692307692307,-38.56231709855125,2005.2404891246656,36.9405010799892
CRY01,final_outcome_yes,logistic,20,8,20,-13.40457276775777,-0.001340457276775777,-0.006702286383878885,0.65,-0.6702286383878885,108.10631229235881,28.098423522177807
CRY01,final_outcome_yes,market,0,0,0,0.0,0.0,,,,0.0,
CRY02,final_outcome_yes,limix,4,0,4,109.02564217176236,0.010902564217176235,0.2725641054294059,0.5,27.25641054294059,69.60784313725489,111.03039449367868
CRY02,final_outcome_yes,base_rate,2,0,2,245.65476190476193,0.024565476190476193,1.2282738095238097,1.0,122.82738095238096,0.0,21.086934367527398
CRY02,final_outcome_yes,gbm,4,0,4,-98.5136660043383,-0.00985136660043383,-0.24628416501084577,0.25,-24.628416501084576,169.23048464668886,109.2509669316115
CRY02,final_outcome_yes,limix_cal,4,0,4,109.02564217176236,0.010902564217176235,0.2725641054294059,0.5,27.25641054294059,69.60784313725489,111.03039449367868
CRY02,final_outcome_yes,logistic,0,0,0,0.0,0.0,,,,0.0,
CRY02,final_outcome_yes,market,0,0,0,0.0,0.0,,,,0.0,
DOM01,target_delta_24h,limix,52,360,0,33.829144067396896,0.0033829144067396896,0.006505604628345557,0.46153846153846156,0.6505604628345557,614.5281200511687,73.25650900174085
DOM01,target_delta_24h,base_rate,97,540,0,1237.6508972645727,0.12376508972645726,0.12759287600665697,0.35051546391752575,12.759287600665697,1450.7821622787021,113.23178674809262
DOM01,target_delta_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
